"- In DRC, seasonal rainfall during the month of September below average (-50 to -100mm) over northeastern, east-central and southeastern areas bordering Uganda, Rwanda, and Burundi.  ","Agriculture"
"- In Burundi and Rwanda, the September to December 2017 rainy season has begun, and eastern areas of Rwanda have received above-average rainfall. Land preparation efforts for Season A are underway in both countries.  ","Agriculture"
"- In Tanzania, the northwestern and Lake Victoria regions bordering Uganda, Rwanda, and Burundi received above-average rainfall amounts in September. The rest of the country was typically sunny and dry, apart from northeastern highlands and coastal areas which received light to moderate rains this month.","Agriculture"
"LILONGWE, Sep 27 2017 (IPS) - Lydia Katengeza, a community vaccinator with the Nathenje Community Vaccination Association (NCVA), wakes up as early as 5 a.m., ready with her I-2 vaccine vial in a storage container in her hand. She moves from one house to another, visiting each poultry farmer. All of them are alerted a day in advance so that they don’t release their free-range chickens in the morning.","Agriculture"
"The first farmer she visited when an IPS reporter accompanied her on her rounds was Maxwell Panganani, who owns 30 chickens. The whole flock was given the vaccine, which protects poultry from the deadly Newcastle Disease (ND) and costs four cents per chicken. This means Katengeza collected 1.24 dollars from this farmer.","Agriculture"
"She moved on to other households: Makalani Kumapeni, whose 51 chickens were given the vaccine; Chipiliro Kanamwali with 11 chickens; Peter Lumbwe with 24 chickens; Zeze Lumbwe with 14 chickens, Frank Thamisoni with 12 chickens and Samuel Asipolo, who just owns one.","Agriculture"
"Raised by 80 percent of local farmers, poultry is the greatest contribution to household food and nutritional security of all livestock species in Malawi. Farmers use chickens during weddings, funerals and other rituals, and for sale or as gifts. They are also bartered for other products.","Agriculture"
"However, despite the important role that chickens play in supporting households in rural areas, there is a major constraint to the expansion and increased productivity of poultry – the frequent devastation of flocks, up to 90 percent, according to the Department of Animal Health and Livestock Development (DAHLD). This damage is caused by ND, which strikes during the hot, dry months of August through to November annually.","Agriculture"
"The virus presents primarily as an acute respiratory illness, and is one of the most serious of all avian diseases. It is also transmissible to humans.","Agriculture"
"“We were first trained as farmer field facilitators in 2014 under a CARE Malawi programme. Later CARE linked us with Inter Aide, a French organization that provided us training in the procedures of how to be a community vaccinator,” says Katengeza, who is also village head woman of Chizinga in Traditional Authority Kalumbu, Lilongwe district.","Agriculture"
"According to Katengeza, the knowledge and procedures learnt during vaccine administration have been of great benefit to her as a farmer. As a result of the training, her chickens no longer die of ND. And as a ripple effect, she has also managed to help her fellow farmers to overcome the disease.","Agriculture"
"“I now have 10 goats, harvested 70 50-kg bags of maize this year, moulded bricks and built a good house. I am also able to pay school fees for my kids. As a family, we have sustained access to proteins as body-building foods from chickens once slaughtered,” says Katengeza.","Agriculture"
"She said CARE and Inter Aide have changed her life and that of other farmers.","Agriculture"
"Another farmer, Eveless Makalani, with a flock of 51 birds, has worked with community vaccinators for some time. She learned about them during the farmer extension meetings they conduct in the village.","Agriculture"
"“My family gets help from these chickens, especially during funerals and weddings, but also in the event of problems. We sell some of them as they are in high demand on the market, unlike hybrids.”","Agriculture"
"Malakani adds that the money earned from selling one chicken pays for the vaccination of over 50 chickens from ND – making it a viable business.","Agriculture"
"Yolomosi Tifere, a male community vaccinator who serves farmers in the Nathenje area, said the project should be expanded to include other health supports.","Agriculture"
"“This vaccine is for ND fine and good. However, we also need other drugs to address bacteria, cough, intestinal worms so that these problems are also taken care of,” Tifere said in an interview during the field visit.","Agriculture"
"Graça Archer, Programme Officer for Inter Aide Newcastle Disease Control Programme, said each ND campaign is systematic and runs for four months.","Agriculture"
"“During the first month, community vaccinators go house to house to do poultry registration, like how many chickens to vaccinate, how many vials are needed. The second month is for the actual vaccination of the chickens and the fourth month is for review of the success and challenges.” Archer explained in an interview.","Agriculture"
"The peak of the campaign takes place in July because the risk of an outbreak is high. This is when farmers have more money and exchange more chickens and there is a greater probability for them to become infected with ND.","Agriculture"
"“There is more acceptance from the farmers in July than the two other campaigns. For instance, last year we vaccinated 590,800 chickens,” says Archer, who expressed concerns about the erratic supply of the drug from CVL.","Agriculture"
"In order to ensure sustainability of the programme, NCVA was formed to strengthen local participation in the fight against ND. Meanwhile, the Global Alliance for Livestock Veterinary Medicine is working in partnership with Inter Aide to improve the nutrition and livelihoods of smallholder livestock producers, and enhance family farm productivity and resilience in an increasingly changing climate.","Agriculture"
"“The I-2 vaccine is thermal tolerant demand driven, people see the benefit of vaccinating chickens so there is exponential growth for the vaccine need. However, production is not managed as an enterprise due to shortage of financing of the drug, hence its erratic availability,” Archer explained.","Agriculture"
"Gilson Njunga, Officer in Charge at the CVL, says they produce 3,000 bottles of the vaccine per month which translates to about a million dosages administered to chickens, as each bottle accommodates 300 chickens.","Agriculture"
"“Production of the vaccine vial is at 3,000 bottles monthly because we produce the vaccine within a diagnostic laboratory and not an independent vaccine lab. As such, the production process has to pass through quality control before being certified for use by farmers to ensure they are not contaminated,” Njunga told IPS.","Agriculture"
"Meanwhile, as a further step towards attaining food and nutritional security, the Food and Agriculture Organization of the United Nations and the Malawi Government agreed on a Country Programme Framework estimated at 24.3 million dollars. The rationale for the proposed CPF priority areas is derived from the analysis and the enabling environment for Food and Nutrition Security and Sustainable Agriculture.","Agriculture"
"The analysis demonstrates that while the country is making good progress in food security and staple crop production, it remains vulnerable to shocks – many climate-related – that impede increased agricultural production, productivity and profitability.","Agriculture"
"The information sheet describes the results achieved by the ‘Programme to improve national and regional locust management in Caucasus and Central Asia (CCA)’ established in 2011. The Programme is based on the key concepts of the locust preventive control strategy consisting of monitoring locust habitats. Early to detection of changes in number, density, behaviour and appearance within the locust populations leads to reduced damage on crops and rangelands, reduced negative impact on human health and environment due to less use of chemicals and reduced cost. The information sheet also describes the way forward to the Programme, based on a common vision, objectives, expected results and envisaged activities for the coming five years.","Agriculture"
"Indian veterinarians have carried out a special camp to help local farmers and cattle breeders prevent disease and raise healthy livestock in Malakal, northern South Sudan.","Agriculture"
"The veterinarians, serving with the United Nations Mission in South Sudan, have been running similar camps across the region and noticed during patrols to Malakal town that many animals required urgent medical assistance.","Agriculture"
"They liaised with the Agriculture Minister and the Director of General Agriculture in the central Upper Nile to organize the camp, which treated more than 350 animals including cattle, calves, sheep, coats and donkeys. The animals were examined, dewormed, and treated for disease. Mineral mix, calcium supplement and feed additives were also distributed.","Agriculture"
"Despite the existence of thousands of cattle in the town, there is no veterinary service available because of the ongoing conflict, which has led in a number of animals becoming ill with diseases and dying. This has in turn led to a reduction in productivity of farming activities.","Agriculture"
"The focus at the ‘heal and educate’ camp was to educate livestock owners about disease prevention and how to rear and breed healthy animals. The veterinarians and local cattle owners discussed how animal health can improve food insecurity in the region and make them economically independent.","Agriculture"
"Flooding has caused more than 70 million baht in damage across Songkhla as local businesses struggle to recover. ","Agriculture"
"However, the severity of the situation in the southern provinces has abated as water levels continue to recede. ","Agriculture"
"Wasan Chaithaweewong, acting chief of the Songkhla Disaster Prevention and Mitigation Office, said 16 districts of Songkhla were ravaged by flood water, causing around 72 million baht in damage. ","Agriculture"
"Flood water levels in several areas have continued to decrease, except in five waterfront districts -- Khuan Niang, Singha Nakhon, Sathing Phra, Krasae Sin and Ranot -- which are situated near Songkhla Lake.","Agriculture"
"However, the water levels in those five districts are expected to drop soon, he said. ","Agriculture"
"The Provincial Livestock Office has distributed animal food to local farmers who say their land, which serves as a food source for their animals, has been submerged under water for more than two weeks.  ","Agriculture"
"In Trang, several tambons in Muang and Kantang districts are likely to remain inundated until the end of this month. ","Agriculture"
"Water levels have stood at 1-2 metres in tambons Nong Trut and Bang Rak of Muang district since Nov 26. ","Agriculture"
"They are the worst hit districts in the province as a result of the collapse of the embankment along the Trang River.","Agriculture"
"Chayapol Thitisak, director-general of the Department of Disaster Prevention and Mitigation, said floods were responsible for the deaths of 29 residents and have affected 502,158 households in 121 districts of 11 southern provinces. ","Agriculture"
"Those flood-ravaged provinces are Pattani, Yala, Songkhla, Phatthalung, Trang, Satun, Chumphon, Narathiwat, Nakhon Sri Thammarat, Surat Thani and Krabi. ","Agriculture"
"The situation has eased in five provinces: Krabi, Satun, Yala, Narathiwat and Chumphon. Apart from the five districts along the Songkhla Lake, two districts -- Nong Chik and Muang -- in Pattani are still being battered by floodwater. ","Agriculture"
"In Phatthalung, water remains in five districts: Muang, Khuan Khanun, Pak Phayun, Khao Chaison and Bang Kaew as well as Muang and Kantang in Trang. Also, six districts of Surat Thani and 17 districts of Nakhon Sri Thammarat are still ravaged by water, Mr Chayapol said.","Agriculture"
"Just outside of Bentiu town in northern South Sudan, is Biemruok Cattle Camp.","Agriculture"
"A herd of 2,000 white long-horn cattle grazing in the camp tower majestically over their keepers as young children keep themselves busy milking some of the cows. ","Agriculture"
"Livestock is a valuable commodity in South Sudan. Not only are livestock an integral part of South Sudanese culture but they are also a source of wealth.","Agriculture"
"The ongoing conflict which began in December 2013, has devastated the world’s youngest nation and its people. Animals have also not been spared from the devastating consequences of the war.","Agriculture"
"In Bentiu, the crisis has undermined veterinary services leaving it almost impossible for farmers to find vaccinations and treatment for animals.","Agriculture"
"The Ministry of Agriculture, Livestock and Fishery in the Unity region is overwhelmed.","Agriculture"
"“Before the crisis, there were clinics around the town with veterinary drugs and the Ministry was fully functional. The crisis has left a gap,” says the Minister of Agriculture, Livestock and Fishery in Unity, Manal Kong Youch. “We don’t have veterinary clinics in the town anymore and we also don’t have enough staff.”","Agriculture"
"Since April, the United Nations Mission in South Sudan (UNMISS) Ghanaian Battalion has been providing much needed veterinarian services, free of charge, both in Bentiu and in Leer town, south of Bentiu.","Agriculture"
"Ghanaian Battalion Commanding Officer, Lieutenant Colonel Andrews Oduah, said that the services are part of their outreach efforts to help the local population in conjunction with fulfilling their mandate of protecting civilians and building durable peace.","Agriculture"
"Dr Richard Osei Ampadu, a veterinary physician from the Ghanaian Battalion, says that, so far, over 6,000 cattle have been treated and vaccinated, adding that a system has been put in place to help track which of the animals have received attention. ","Agriculture"
"Common diseases include calf diarrhea, tick infestation, and invasion of tsetse flies and ticks, especially during the rainy season.","Agriculture"
"Dr Ampadu works with two technicians from the battalion and is assisted by the local herdsmen who, over the months, have been trained to give vaccinations, understand and handle some of the common diseases.","Agriculture"
"“We were able to teach the locals how to inject. So far we do capacity building and we have about four people who help us,” said the doctor.","Agriculture"
"Despite the language barrier, Dr Ampadu says that he is able to work effectively and efficiently with the herdsmen.","Agriculture"
"“I don’t understand him. He does not understand me. But with signs we are able to communicate. When I approach an animal I know what is wrong. And they will try to use signs to tell you what is wrong,” he says.","Agriculture"
"“They are very good to me. They tell me what they need and that is why I am here,” he adds.","Agriculture"
"A local cattle owner, George Riew Jany from Mayom County, said that “the animals were dying a lot.” But since the intervention of the Ghanaian Battalion, he says the animals are now healthy and he has seen a significant decrease in the number of deaths. ","Agriculture"
"Cattle are at the heart of South Sudanese culture and are a source of wealth, said Riew Jany. “You can marry and pay dowry using cattle.”","Agriculture"
"“The meat of the cattle is very useful because you can feed your children and your family. If you have cattle, you can take to the market and sell and get a lot of money. You can still survive.”","Agriculture"
"Minister Youch said the partnership between UNMISS and the government goes beyond the veterinary services provided by the Ghanaian Battalion.","Agriculture"
"“There is so much help that they have given; especially supporting the returnees and integrating them, and coordinating with us the government. They are identifying the needs of the people on the ground,” the Minister said.","Agriculture"
"The Bulletin highlights outbreaks of transboundary pests and diseases that have the potential to impact food and nutrition security in Southern Africa. It also captures recently concluded and upcoming events that are being organized by Food and Agriculture Organization of the United Nations (FAO) and stakeholders to improve the capacities of partners in preparedness and response to crop and livestock emergencies in the region.","Agriculture"
"**According to Dr Godfrey Asea, the director National Crops Resources Research Institute,only a resilient variety could withstand the ‘cocktail’ of constraints such as the armyworm.**","Agriculture"
"WAKISO - Farming experts have urged maize farmers countrywide to adopt drought-tolerant maize to boost food security. ","Agriculture"
"In Uganda, maize is the highly cultivated crop, with 86% of the country’s households engaged in its growing, according to Dr Godfrey Asea, the director    National Crops Resources Research Institute (NaCRRI).","Agriculture"
"Asea made the call while addressing journalists who were undergoing training in agricultural biotechnology at NaCRRI offices in Namulonge in Wakiso district.","Agriculture"
"According to him Uganda produces about four metric tonnes of maize annually, but last year, about 30% of it was lost by a sour mixture of drought and armyworm, among other challenges.","Agriculture"
"There was also food shortage as a result of prolonged drought. ","Agriculture"
"Asea explained that there are several drought-tolerant species in the market and it is important that farmers embrace them. ","Agriculture"
"He expressed concern about limited information on such varieties, an issue that accounts for the only 30% adoption of the varieties. ","Agriculture"
"The research on varieties was done through a public-private partnership of Water Efficient Maize for Africa (WEMA) in five African countries of Uganda, Kenya, Tanzania, Mozambique and South Africa. ","Agriculture"
"According to media reports, over 10.9 million Ugandans experienced acute food insecurity in February 2017. The food insecurity was experienced in West Nile, parts of Kigezi, Teso and  Yumbe.","Agriculture"
"“Only a resilient variety could withstand this ‘cocktail’ of constraints. However, most famers still rely on rainfall for production. Faced with food insecurity, it is about time that farmers embraced the drought-tolerant varieties in addition to other climate smart technologies and practices to maximally feed Uganda’s increasing population,” said Winnie Nanteza, development communication officer at NaCRRI.","Agriculture"
"“Several farmers this year embraced the use of drought-tolerant hybrids. Farmers who planted it for the first time in the eastern and western parts of the country were amazed with the performance of the crop,” she noted.","Agriculture"
"Institutions such as schools, prisons and hospitals among others consume maize. It also acts as food for poultry and livestock and it is increasingly being used in biochemical industries and pharmaceuticals and ranks as the major export food crop for the country.","Agriculture"
"***Government is investing Rs 50,000 crore for a period of five years to develop complete irrigation supply chain, water resources, distribution network and farm-level application solutions to achieve the target of providing water for every farm***  ","Agriculture"
"Agriculture and Farmers Welfare Minister Shri Radha Mohan Singh said the government started PMKSY to provide a permanent solution from drought. Three ministries are implementing this scheme in mission mode and the Ministry of Water Resources is leading the project. PMKSY aims not only to create irrigation sources but also to create protected irrigation by harnessing rainwater at micro level through ‘Jal Sanchay’ and ‘Jal Sinchan’. He said it today at the concluding session of India Water Week-2017 organized at Vigyan Bhawan, New Delhi. The theme of the program at the concluding session was ""Water and Energy for Inclusive Growth"".","Agriculture"
" Shri Nitin Gadkari, Minister of Road Transport & Highways, Shipping and Water Resources, River Development & Ganga Rejuvenation,; Dr. Satyapal Singh, Minister of State in the Ministry of Human Resource Development and Minister of State in the Ministry of Water Resources, River Development and Ganga Rejuvenation; Shri Arujn Ram Meghawal Union Minister of State for Parliamentary Affairs and Water Resource, River Development & Ganga Rejuvenation, and Dr. Amarjit Singh, Secretary, Ministry of Water Resources, River Development & Ganga Rejuvenation, were present on the occasion.","Agriculture"
" The Minister said that India is home to 17% of the world population and 11.3% of the livestock population and only 4 percent of the world's water resources are in the country. In such a situation, we have an unprecedented challenge of providing water to such a large human and livestock population.  ","Agriculture"
"He said we have a total of 200.8 million hectares of agricultural land in the country out of which only 95.8 million hectares is irrigated, which is only 48 percent of the total. Therefore, it is a challenge to provide water to 52% of non-irrigated land and make it suitable for adoption of advanced farming. It’s possible only through proper water management.","Agriculture"
" He said PMKSY has been started to provide a permanent solution from drought. Three ministries are implementing this scheme in mission mode and the Ministry of Water Resources is leading the project. PMKSY aims not only to create irrigation sources but also to create protected irrigation by harnessing rainwater at micro level through ‘Jal Sanchay’ and ‘Jal Sinchan’.","Agriculture"
" He said that the government is investing Rs.50,000 crore for a period of five years (2015-16 to 2019-20) to develop complete irrigation supply chain, water resources, distribution network and farm-level application solutions to achieve the target of water for every farm.","Agriculture"
" He said that for the year 2015-16, Rs 555.5 crore has been released for drought mitigation and district irrigation scheme. Under this, Rs.175 crore has been allocated for the material for construction of water harvesting structures under MNREGA and Rs.259 crore was allocated to the states for water recharge, drought mitigation and micro-water storage construction in 219 drought-affected districts and 1071 highly drugged blocks identified by the Central Ground Water Board.","Agriculture"
" In the year 2016-17, Rs.520.90 crore was released for drought mitigation measures. So far, 56,226 water harvesting structures, 1,13,976 hectare irrigation capacity and 675 district irrigation schemes have been prepared.","Agriculture"
" He informed that the Ministry of Agriculture has been given the responsibility of implementing Per Drop More Crop scheme. During the Financial Year 2011-14, Rs. 3699.45 crore was distributed to the states for micro-irrigation and 16.14 lakh hectare area was brought under micro-irrigation. While Rs.4509 crore was released during 2014-17 and a total of 18.38 lakh hectare area has been brought under micro-irrigation, which is the highest area so far.","Agriculture"
" He said that during the year 2016-17, Rs1991.17 crores was allocated for Per Drop More Crop under PMKSY which is 28% more than the Rs1,556.73 crore allocated in the year 2015-16. In 2015-16, 5.7 lakh hectare area was brought under micro-irrigation, while 8.39 lakh hectare area was brought under micro irrigation during 2016-17, which is the highest so far. The Minister said Rs.3400 crore has been distributed for Per Drop More Crop scheme for the year 2017-18, and till September Rs1601.40 crore has been released. The target is to bring 12 lakh hectare area under micro-irrigation during 2017-18.","Agriculture"
" PMKSY Scheme is being implemented in the mission mode with the help of Command Area Development to complete 99 major and medium irrigation projects covering 76.03 lakh hectares in a phased manner till December 2019.","Agriculture"
"Five people have been killed following the runoff and river overflows in nine Central provinces that affected 140,000 people over the past three days, authorities said yesterday. ","Agriculture"
"Heavy rain from Oct 10-13, a result of a depression and discharge from the Chao Phraya Dam, triggered runoff and overflows in Lop Buri, Kamphaeng Phet, Sing Buri, Ang Thong, Ayutthaya, Nakhon Sawan, Chai Nat, Tak and Phichit.","Agriculture"
"Chayaphol Thitisak, director-general of the Department of Disaster Prevention & Mitigation (DDPM), said 51,669 households in 32 districts were affected. ","Agriculture"
"Five people were killed -- two in Phichit, two in Ayutthaya and one in Tak -- according to the authorities.  ","Agriculture"
"The department, a unit under the Interior Ministry, coordinated with military units and local organisations to help those affected, he said. ""Survival kits and relief items have been distributed to ease the trouble. Machinery, pumps and pushers have been deployed to drain the water into main waterways,"" Mr Chayaphol said. ","Agriculture"
"He said flood-affected people can call the 1784 hotline around the clock to seek help from relevant authorities so that assistance will be dispatched to them. ","Agriculture"
"Of the nine Central provinces, six districts in Ayutthaya were yesterday declared disaster areas.  ","Agriculture"
"They were Phra Nakhon Si Ayutthaya, Bang Pa-in, Bang Ban, Phak Hai, Bang Sai and Sena. A total of 67 tambons and 409 villages were inundated, said Raewat Prasong, Ayutthaya's deputy governor.  ","Agriculture"
"Mr Raewat said Bang Pahan district, which was partly inundated, has yet to be declared a flood disaster area. ","Agriculture"
"He said most flooded areas were located along the Chao Phraya and Noi rivers and other mainstream canals of the provinces. The floods in the seven districts affected 25,454 households, 10 temples, 10 schools and one mosque in 491 villages of 84 tambons. ","Agriculture"
"Due to the high level of water in Ayutthaya's rivers, authorities yesterday warned anyone who drives their boats at high speed will be fined. ","Agriculture"
"In tambon Phong Phang of Pa Mok district in nearby Ang Thong province, many people have been evacuated to higher ground after the Chao Phraya overflowed in some areas leading to floods. ""My house is completely flooded so I am in trouble now,"" said Lek Chomyong, 88. ","Agriculture"
"In Sapphaya district of nearby Chai Nat province, about 500 families have moved out of their flooded houses and been relocated to higher ground. ","Agriculture"
"Local authorities said yesterday that more than 5,100 people in 42 villages of seven tambons of the district have been affected by the flooding. ","Agriculture"
"Theerasak Sapsiri, chief of the DDPM in Nakhon Sawan, said about 1,500 people from about 500 households in Bang Prong community in Nakhon Sawan municipal area have been affected by the flooding. ","Agriculture"
"He said the community was located along the Chao Phraya River and affected people by the rising water now live in makeshift tents. ","Agriculture"
"Mr Theerasak said the flood level in the community is about 40cm and it is believed the flood situation would likely improve by next week. ","Agriculture"
"He said the flow of the Chao Phraya in Nakhon Sawan is currently around 2,760 cubic metres per second. ","Agriculture"
"He said the maximum level of the water flow will not exceed 2,800 cu m per second, compared with the highest level of 4,650 cu m per second in 2011 when the major floods occurred. ","Agriculture"
"Somsak Jantrakul, governor of Khon Kaen, yesterday called an urgent meeting for a proper management plan to deal with a report of 54 million cu m of water per day discharged by Ubolratana Dam in the province. ","Agriculture"
"Mr Somsak said that the dam is going to discharge 54 million cu m on Tuesday to reduce the volume of water in the dam as more than 100 million cu m goes to the dam each day, leading to its storage hitting up to 115% of full capacity. ","Agriculture"
"The governor also ordered staff in 26 districts to be prepared for evacuation plan if floods happen.","Agriculture"
"[Viet Nam News](http://vietnamnews.vn/) HÀ NỘI — At least 54 people died, 31 others were injured and 39 are missing due to heavy rains and floods triggered by a tropical depression hitting northern and central localities in recent days, according to National Steering Committee for Natural Disaster Prevention.","Agriculture"
"Hòa Bình, Thanh Hóa and Nghệ An provinces suffered the most with 17, 14 and nine deaths respectively.","Agriculture"
"The devastating rains also flooded more than 30,000 homes nationwide, with 189 collapsing.","Agriculture"
"The water level of many rivers has reportedly exceeded water levels from floods in previous years. There were more than 60 incidents of landslide, erosion or dykes breaking in Thanh Hóa, Hà Nam, Nam Định provinces and Hà Nội.","Agriculture"
"A 10-m section of the dyke of the Bùi River broke on Thursday in Chương Mỹ District, Hà Nội, flooding a large farming area and affecting more than 200 households.","Agriculture"
"A section of the Vinh river’s dyke from Tân Phượng Bridge to Cầu Đen in Nghe An Province has sunk and is in danger of breaking. Forces were mobilised yesterday to reinforce the dyke.","Agriculture"
"If the dyke breaks, it will affect more than 1,000 households with more than 4,000 residents, said Nguyễn Hoài An, Chairman of the People’s Committee of Vinh City.","Agriculture"
"Nearly 180,000 cattle and poultry died nationwide due to floods including nearly 6,000 drowned pigs at a farm in Yên Định District, Thanh Hóa Province.","Agriculture"
"According to the Việt Nam Road Administration, floods also caused landslides and huge damage to transport infrastructure in northern and central regions, with blockages bringing traffic to a standstill on many roads.","Agriculture"
"The train route connecting Hà Nội and Lào Cai Province re-opened yesterday morning after three days of closure due to a landslide that buried seven carriages of a cargo train on Monday night at Lâm Giang Station in the northern mountainous province of Yên Bái’s Lâm Giang Commune.","Agriculture"
"Deputy Prime Minister Trương Hòa Bình yesterday inspected flood response work in Nghĩa Lộ town, Văn Chấn District, Yên Bái Province.","Agriculture"
"Six people have died so far in the province due to the floods. Seven were injured and 16 are missing. As many as 73 houses were washed away with estimated property damage exceeding VNĐ500 billion (US$21.7million).","Agriculture"
"Deputy Prime Minister Trương Hòa Bình said that the rains and floods in the upcoming time will be complicated, ordering local authorities to follow weather conditions to evacuate residents out of dangerous areas.","Agriculture"
"Nguyễn Phúc Vinh, former lecturer of Construction University in Hà Nội told Lao Động (Labourers) newspaper that in the historic flood, with flood waters higher than from the 1980 floods, over the past few days, weather forecasting agencies only focused on forecasting typhoons and tropical depressions, not rain.","Agriculture"
"Because agencies were passive in forecasting rain volume, water was not released from Hòa Bình reservoir in a timely manner. Opening the eight gates of Hòa Bình reservoir and stopping power generation at Sơn La hydropower plant was the right thing to do, as otherwise, reservoirs would have broken, flooding Hà Nội and neighboring provinces, he said.","Agriculture"
"If the accurate rain volume had been forecasted, reservoirs would have released water earlier and more slowly, reducing the risk of floods in the lowlands. The poor forecast resulted in sudden water release which surprised residents. They did not have time to evacuate, he said.","Agriculture"
"In another development, named Khanun, is moving towards the East Sea, the sea’s 11th this year.","Agriculture"
"The National Centre for Hydro-meteorological Forecasting said it was gaining central wind strength of level 12 (115-135km per hour).","Agriculture"
"The centre also said the water level of the Hoàng Long, Thao and Hồng (Red) rivers was down yesterday morning.","Agriculture"
"The northern mountainous provinces of Hà Giang, Tuyên Quang, Cao Bằng, Yên Bái and Hòa Bình have been put on high alert for landslides. — **VNS**","Agriculture"
"**Calm situation persists because of poor winter rainfall**","Agriculture"
"No significant rain fell for the third consecutive month in the winter breeding areas along both sides of the Red Sea during February. Consequently, unusually dry and unfavourable breeding conditions persist in most areas. No locusts have been reported except for scattered mature solitarious adults at two places on the Red Sea coast of **Sudan**.   ","Agriculture"
"The poor rainfall this year has kept locust numbers very low in the traditional winter breeding areas along both sides of the Red Sea at the time of year when locusts generally increase in number. Low temperatures and poor rainfall so far in the spring breeding areas suggest that breeding is likely to be limited and on a very small scale this year in Northwest Africa, the interior of **Saudi Arabia** and in southeast **Iran** and southwest **Pakistan** during the spring.   ","Agriculture"
"Unless unusually heavy rainfall occurs followed by substantial breeding, it can be anticipated that only very low numbers of locusts will be present at the beginning of the summer in the Sahel of West Africa and **Sudan**, and along the **Indo-Pakistan** border.","Agriculture"
"Critics argue the centralised subsidy scheme has some major gaps and is unsustainable","Agriculture"
"**Zimbabwe is expected to harvest 2.1 million metric tonnes of maize this year after good rains followed successive El Niño-induced droughts. For the first time in many seasons the country will be able to feed itself and not require commercial imports or food aid. But is this the result of good fortune or good policy?**","Agriculture"
"Read the full article on [IRIN](http://www.irinnews.org/analysis/2017/12/22/bumper-zimbabwe-harvest-prompts-bigger-bet-command-agriculture)","Agriculture"
"- Good rains were received in the northern half of the region.","Agriculture"
"- Low rainfall in the southern half of the region led to delays in planting and crop moisture stress in some areas.","Agriculture"
"- Vegetation conditions deteriorated in southern and eastern parts of the region.","Agriculture"
"- A fall armyworm outbreak has affected 20 out of 28 districts in Malawi.","Agriculture"
"Northern parts of the region received good rainfall since October, and most areas had normal to above normal cumulative rainfall totals as of mid-December 2017 (Figure 1, green colours). Areas where above normal rains were received include the north-eastern half of Angola, much of DRC, north Zambia, northern Mozambique, northern and central Madagascar, and much of Tanzania.  ","Agriculture"
"In contrast, most places in the southern half of the region received below average rainfall since October 2017 (yellow and brown colours, Figure 1). These areas include southern Angola, most of Botswana and Namibia, south-western and central South Africa, Lesotho, southern Mozambique, southern Zambia, Zimbabwe, and south-western Madagascar. Some bimodal areas in the north-eastern parts of Tanzania also received well below average rainfall. November was particularly dry in many of these areas, while southern Mozambique, southern Zambia, and Zimbabwe received low rainfall in the first half of December. ","Agriculture"
"Despite the low rainfall in the southern half of the region, most areas had experienced an onset of rains by early December (Figure 2). In a few areas where the seasonal rains have not yet started, the delay in onset ranges from approximately 20 to 30 days (grey colours, Figure 2).  ","Agriculture"
"Areas affected include south-western Angola, parts of southern and central Mozambique, parts of northern Namibia, and southern South Africa. A prolonged delay in the onset of rains can negatively affect crop yields by reducing the number of days available for crop development, and crops can fail to reach maturity before the end of the growing season. Most areas where the season has already started experienced a timely onset of rains, except for parts of Lesotho, South Africa, DRC and Zimbabwe, where the onset was delayed by as much as 30 to 40 days. Due to the generally timely onset, farmers in many areas have started planting, with reports of crops being in the initial to early vegetative stage in some areas.  ","Agriculture"
"However, in some of the areas that received below average rainfall in November through early December, particularly southern Mozambique, southern Zambia and Zimbabwe, crops have been affected by insufficient moisture, with reports that some farmers have not yet planted. In cases where planting has already occurred in the above-mentioned areas, some crops are reported to be experiencing moisture stress due to the prevailing dry conditions.  ","Agriculture"
"As a result of the dry spell, vegetation conditions have deteriorated in many areas. The satellite vegetation index image (Figure 3) shows that many parts of the region had below average vegetation conditions (yellow and brown colours, Figure 3) by the first dekad of December.  ","Agriculture"
"Reports from Namibia indicate that the poor rainfall has led to a deterioration of grazing conditions in several parts of the country. As a consequence, livestock are reported to be in poor to fair body condition in parts of the country, although livestock in other areas were reported to be in fair to good condition.  ","Agriculture"
"SADC Climate Services Centre, in conjunction with national meteorological agencies from the region, in December issued an updated seasonal rainfall forecast for the Jan-to-Mar, Feb-to-Apr, and Mar-to-May 2017 periods for the SADC region. The forecast update maintained a higher likelihood for normal rainfall in all parts of the region, with a potential tendency for above normal rainfall in most areas. Among countries that updated their forecasts for January to March, Botswana and Zimbabwe reduced their expectations for above normal rainfall. Botswana’s revised forecast predicts normal to above normal rainfall in most areas except for eastern Botswana where normal rainfall is expected, while Zimbabwe expects normal rainfall throughout the country for the January-March period. Users are advised to contact their respective national meteorological agencies for forecast updates and interpretation.  ","Agriculture"
"Given the poor rains that have been received in the southern half of the region to date, well distributed rains will be required for the remainder of the season in order to avert negative climatic impacts on agriculture. A continuation of good rains in the northern half as forecast will raise the potential for good production in those areas. The latest forecasts, which are generally presenting reduced chances for above normal rainfall in some southern parts of the region, imply the need for farming methods that promote conservation of soil moisture and reduce the risk of severe crop moisture stress due to dry spells that can potentially occur, especially in the climatologically drier areas. These methods include mulching and minimum tillage, amongst others.  ","Agriculture"
"Interventions to promote the availability of functional irrigation equipment where possible are also important, as they can reduce the potential impact of dry spells in areas where they normally occur.  ","Agriculture"
